n_amenageur;n_operateur;n_enseigne;ID_station;n_station;ad_station;code_insee;Xlongitude;Xlatitude;nbre_pdc;ID_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj
La Grande Maison de Bernard Magrez ;La Grande Maison de Bernard Magrez ;TESLA Recharge à Destination;;La Grande Maison de Bernard Magrez ;10 rue Labottière, Bordeaux,  33000 France;33063;-0.589105;44.853058;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
La Grande Maison de Bernard Magrez ;La Grande Maison de Bernard Magrez ;TESLA Recharge à Destination;;La Grande Maison de Bernard Magrez ;10 rue Labottière, Bordeaux,  33000 France;33063;-0.589105;44.853058;3;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
La Grande Terrasse Hôtel & Spa Mgallery;La Grande Terrasse Hôtel & Spa Mgallery;TESLA Recharge à Destination;;La Grande Terrasse Hôtel & Spa Mgallery;La Falaise, Chatelaillon-Plage,  17340 France;17483;-1.087989;46.058665;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
La Grande Terrasse Hôtel & Spa Mgallery;La Grande Terrasse Hôtel & Spa Mgallery;TESLA Recharge à Destination;;La Grande Terrasse Hôtel & Spa Mgallery;La Falaise, Chatelaillon-Plage,  17340 France;17483;-1.087989;46.058665;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
La Grande Terrasse Hôtel & Spa Mgallery;La Grande Terrasse Hôtel & Spa Mgallery;TESLA Recharge à Destination;;La Grande Terrasse Hôtel & Spa Mgallery;La Falaise, Chatelaillon-Plage,  17340 France;17483;-1.087989;46.058665;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
La Guitoune;La Guitoune;TESLA Recharge à Destination;;La Guitoune;95 Boulevard de l'Océan, Pyla Sur Mer,  33115 France;33937;-1.202495;44.629789;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
La Guitoune;La Guitoune;TESLA Recharge à Destination;;La Guitoune;95 Boulevard de l'Océan, Pyla Sur Mer,  33115 France;33937;-1.202495;44.629789;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
La Jasoupe;La Jasoupe;TESLA Recharge à Destination;;La Jasoupe;39 Rue de la Jasoupe, Demigny,  71150 France;71496;4.841499;46.934982;2;;7;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
La Jasoupe;La Jasoupe;TESLA Recharge à Destination;;La Jasoupe;39 Rue de la Jasoupe, Demigny,  71150 France;71496;4.841499;46.934982;2;;7;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
La Maison de Rhodes;La Maison de Rhodes;TESLA Recharge à Destination;;La Maison de Rhodes;18 rue Linard Gonthier, Troyes,  10000 France;10387;4.081646;48.29956;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
La Maison de Rhodes;La Maison de Rhodes;TESLA Recharge à Destination;;La Maison de Rhodes;18 rue Linard Gonthier, Troyes,  10000 France;10387;4.081646;48.29956;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
La Malouiniere des Longchamps;La Malouiniere des Longchamps;TESLA Recharge à Destination;;La Malouiniere des Longchamps;Lieu dit, Les Longchamps, Saint Jouan des Guerets Saint Malo,  35430 France;35358;-1.956116;48.603167;3;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
La Malouiniere des Longchamps;La Malouiniere des Longchamps;TESLA Recharge à Destination;;La Malouiniere des Longchamps;Lieu dit, Les Longchamps, Saint Jouan des Guerets Saint Malo,  35430 France;35358;-1.956116;48.603167;3;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
La Malouiniere des Longchamps;La Malouiniere des Longchamps;TESLA Recharge à Destination;;La Malouiniere des Longchamps;Lieu dit, Les Longchamps, Saint Jouan des Guerets Saint Malo,  35430 France;35358;-1.956116;48.603167;3;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
La Pinède Plage;La Pinède Plage;TESLA Recharge à Destination;;La Pinède Plage;382 Boulevard de Gigaro, La Croix-Valmer,  83420 France;83048;6.589933;43.188074;2;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
La Pinède Plage;La Pinède Plage;TESLA Recharge à Destination;;La Pinède Plage;382 Boulevard de Gigaro, La Croix-Valmer,  83420 France;83048;6.589933;43.188074;2;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
La Pyramide Patrick Henriroux;La Pyramide Patrick Henriroux;TESLA Recharge à Destination;;La Pyramide Patrick Henriroux;14 Boulevard Fernand Point, Vienne, Rhône-Alpes 38200 France;38558;4.867359;45.516373;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
La Pyramide Patrick Henriroux;La Pyramide Patrick Henriroux;TESLA Recharge à Destination;;La Pyramide Patrick Henriroux;14 Boulevard Fernand Point, Vienne, Rhône-Alpes 38200 France;38558;4.867359;45.516373;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
La Réserve;La Réserve;TESLA Recharge à Destination;;La Réserve;81 Route de Cordes, Albi,  81000 France;81004;2.12973;43.94766;4;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
La Réserve;La Réserve;TESLA Recharge à Destination;;La Réserve;81 Route de Cordes, Albi,  81000 France;81004;2.12973;43.94766;4;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
La Réserve;La Réserve;TESLA Recharge à Destination;;La Réserve;81 Route de Cordes, Albi,  81000 France;81004;2.12973;43.94766;4;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
La Réserve;La Réserve;TESLA Recharge à Destination;;La Réserve;81 Route de Cordes, Albi,  81000 France;81004;2.12973;43.94766;4;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
La Réserve des Prés Verts Massages & Spa;La Réserve des Prés Verts Massages & Spa;TESLA Recharge à Destination;;La Réserve des Prés Verts Massages & Spa;7 Rue Saute Chien, Mont-Saint-Jean,  21320 France;21533;4.391785;47.299095;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
